id,mean_life,ph,pp
4224,78.16,0.43,0.67
4225,77.89,0.43,0.68
4226,78.75,0.43,0.69
4227,77.68,0.43,0.7
4228,78.73,0.43,0.71
4229,78.34,0.43,0.72
4230,78.65,0.43,0.73
4231,78.26,0.43,0.74
4232,77.58,0.43,0.75
4233,77.84,0.43,0.76
4234,77.58,0.43,0.77
4235,78.43,0.43,0.78
4236,78.52,0.43,0.79
4237,78.61,0.43,0.8
4238,77.87,0.43,0.81
4239,77.72,0.43,0.82
4240,78.32,0.43,0.83
4241,78.17,0.43,0.84
4242,78.88,0.43,0.85
4243,78.32,0.43,0.86
4244,78.08,0.43,0.87
4245,78.74,0.43,0.88
4246,78.57,0.43,0.89
4247,78.63,0.43,0.9
4248,77.63,0.43,0.91
4249,78.01,0.43,0.92
4250,78.19,0.43,0.93
4251,78.22,0.43,0.94
4252,77.74,0.43,0.95
4253,78.1,0.43,0.96
4254,77.88,0.43,0.97
4255,78.31,0.43,0.98
4256,78.14,0.43,0.99
4257,98.62,0.44,0.01
4258,98.64,0.44,0.02
4259,98.62,0.44,0.03
4260,98.51,0.44,0.04
4261,98.57,0.44,0.05
4262,98.49,0.44,0.06
4263,98.48,0.44,0.07
4264,97.85,0.44,0.08
4265,97.92,0.44,0.09
4266,98.1,0.44,0.1
4267,97.14,0.44,0.11
4268,96.53,0.44,0.12
4269,94.01,0.44,0.13
4270,94.49,0.44,0.14
4271,91.05,0.44,0.15
4272,90.78,0.44,0.16
4273,88.09,0.44,0.17
4274,88.81,0.44,0.18
4275,86.1,0.44,0.19
4276,87.16,0.44,0.2
4277,86.44,0.44,0.21
4278,84.46,0.44,0.22
4279,84.2,0.44,0.23
4280,84.27,0.44,0.24
4281,83.56,0.44,0.25
4282,83.2,0.44,0.26
4283,81.96,0.44,0.27
4284,82.18,0.44,0.28
4285,81.77,0.44,0.29
4286,81.63,0.44,0.3
4287,81.83,0.44,0.31
4288,81.27,0.44,0.32
4289,80.9,0.44,0.33
4290,80.87,0.44,0.34
4291,80.89,0.44,0.35
4292,80.37,0.44,0.36
4293,80.45,0.44,0.37
4294,80.09,0.44,0.38
4295,80.01,0.44,0.39
4296,80.1,0.44,0.4
4297,80,0.44,0.41
4298,79.77,0.44,0.42
4299,79.5,0.44,0.43
4300,79.72,0.44,0.44
4301,79.08,0.44,0.45
4302,79.37,0.44,0.46
4303,79.04,0.44,0.47
4304,79.75,0.44,0.48
4305,79.58,0.44,0.49
4306,79.24,0.44,0.5
4307,79.03,0.44,0.51
4308,78.73,0.44,0.52
4309,79.41,0.44,0.53
4310,78.62,0.44,0.54
4311,78.3,0.44,0.55
4312,78.35,0.44,0.56
4313,78.88,0.44,0.57
4314,79.62,0.44,0.58
4315,79.13,0.44,0.59
4316,78.54,0.44,0.6
4317,78.97,0.44,0.61
4318,78.28,0.44,0.62
4319,78.98,0.44,0.63
4320,78.72,0.44,0.64
4321,79,0.44,0.65
4322,78.77,0.44,0.66
4323,78.36,0.44,0.67
4324,79.27,0.44,0.68
4325,78.12,0.44,0.69
4326,78.23,0.44,0.7
4327,78.53,0.44,0.71
4328,78.55,0.44,0.72
4329,78.32,0.44,0.73
4330,79.34,0.44,0.74
4331,78.73,0.44,0.75
4332,78,0.44,0.76
4333,78.82,0.44,0.77
4334,79.07,0.44,0.78
4335,78.84,0.44,0.79
4336,78.56,0.44,0.8
4337,78.05,0.44,0.81
4338,78.67,0.44,0.82
4339,78.01,0.44,0.83
4340,78.55,0.44,0.84
4341,78.1,0.44,0.85
4342,78.66,0.44,0.86
4343,78.61,0.44,0.87
4344,78.82,0.44,0.88
4345,78.36,0.44,0.89
4346,78.39,0.44,0.9
4347,78.27,0.44,0.91
4348,78.24,0.44,0.92
4349,78.05,0.44,0.93
4350,78.4,0.44,0.94
4351,79.15,0.44,0.95
4352,79.16,0.44,0.96
4353,78.34,0.44,0.97
4354,78.82,0.44,0.98
4355,79.03,0.44,0.99
4356,98.66,0.45,0.01
4357,98.52,0.45,0.02
4358,98.6,0.45,0.03
4359,98.6,0.45,0.04
4360,98.6,0.45,0.05
4361,98.59,0.45,0.06
4362,98.47,0.45,0.07
4363,98.39,0.45,0.08
4364,98.1,0.45,0.09
4365,98.05,0.45,0.1
4366,96.19,0.45,0.11
4367,95.13,0.45,0.12
4368,93.4,0.45,0.13
4369,93.04,0.45,0.14
4370,92.43,0.45,0.15
4371,90.02,0.45,0.16
4372,90.46,0.45,0.17
4373,88.01,0.45,0.18
4374,87.36,0.45,0.19
4375,86.67,0.45,0.2
4376,86.01,0.45,0.21
4377,84.97,0.45,0.22
4378,84.95,0.45,0.23
4379,83.65,0.45,0.24
4380,83.22,0.45,0.25
4381,83.91,0.45,0.26
4382,82.92,0.45,0.27
4383,82.37,0.45,0.28
4384,81.81,0.45,0.29
4385,82.15,0.45,0.3
4386,82.21,0.45,0.31
4387,81.11,0.45,0.32
4388,81.22,0.45,0.33
4389,81.05,0.45,0.34
4390,80.02,0.45,0.35
4391,80.98,0.45,0.36
4392,81.04,0.45,0.37
4393,80.89,0.45,0.38
4394,80.45,0.45,0.39
4395,79.95,0.45,0.4
4396,79.92,0.45,0.41
4397,79.8,0.45,0.42
4398,79.72,0.45,0.43
4399,79.69,0.45,0.44
4400,79.79,0.45,0.45
4401,79.68,0.45,0.46
4402,79.51,0.45,0.47
4403,79.93,0.45,0.48
4404,79.08,0.45,0.49
4405,79.5,0.45,0.5
4406,79.29,0.45,0.51
4407,79.28,0.45,0.52
4408,79.55,0.45,0.53
4409,79.08,0.45,0.54
4410,79.45,0.45,0.55
4411,79.01,0.45,0.56
4412,79.63,0.45,0.57
4413,78.92,0.45,0.58
4414,79.19,0.45,0.59
4415,79.18,0.45,0.6
4416,79.17,0.45,0.61
4417,78.97,0.45,0.62
4418,78.79,0.45,0.63
4419,78.76,0.45,0.64
4420,79.2,0.45,0.65
4421,78.98,0.45,0.66
4422,78.67,0.45,0.67
4423,79.12,0.45,0.68
4424,78.92,0.45,0.69
4425,78.79,0.45,0.7
4426,78.49,0.45,0.71
4427,78.2,0.45,0.72
4428,79.09,0.45,0.73
4429,79.1,0.45,0.74
4430,79.24,0.45,0.75
4431,78.72,0.45,0.76
4432,79.77,0.45,0.77
4433,78.49,0.45,0.78
4434,79.38,0.45,0.79
4435,78.88,0.45,0.8
4436,78.72,0.45,0.81
4437,79.15,0.45,0.82
4438,79.27,0.45,0.83
4439,78.86,0.45,0.84
4440,78.66,0.45,0.85
4441,79.04,0.45,0.86
4442,78.8,0.45,0.87
4443,79.33,0.45,0.88
4444,79.18,0.45,0.89
4445,79.62,0.45,0.9
4446,78.8,0.45,0.91
4447,79.02,0.45,0.92
4448,79.21,0.45,0.93
4449,78.88,0.45,0.94
4450,79.02,0.45,0.95
4451,78.68,0.45,0.96
4452,79.55,0.45,0.97
4453,79.46,0.45,0.98
4454,79.23,0.45,0.99
4455,98.66,0.46,0.01
4456,98.64,0.46,0.02
4457,98.57,0.46,0.03
4458,98.59,0.46,0.04
4459,98.53,0.46,0.05
4460,98.24,0.46,0.06
4461,98.35,0.46,0.07
4462,97.96,0.46,0.08
4463,98.05,0.46,0.09
4464,98.34,0.46,0.1
4465,98.18,0.46,0.11
4466,97.27,0.46,0.12
4467,94.96,0.46,0.13
4468,93.21,0.46,0.14
4469,91.86,0.46,0.15
4470,89.99,0.46,0.16
4471,89.25,0.46,0.17
4472,86.74,0.46,0.18
4473,88.22,0.46,0.19
4474,86.56,0.46,0.2
4475,85.57,0.46,0.21
4476,84.95,0.46,0.22
4477,84.57,0.46,0.23
4478,83.39,0.46,0.24
4479,83.75,0.46,0.25
4480,83.52,0.46,0.26
4481,83.01,0.46,0.27
4482,82.6,0.46,0.28
4483,81.94,0.46,0.29
4484,82.24,0.46,0.3
4485,82.27,0.46,0.31
4486,81.16,0.46,0.32
4487,81.43,0.46,0.33
4488,81.35,0.46,0.34
4489,80.76,0.46,0.35
4490,81.44,0.46,0.36
