id,mean_life,ph,pp
4884,81.4,0.5,0.34
4885,81.78,0.5,0.35
4886,81.84,0.5,0.36
4887,81.68,0.5,0.37
4888,81.18,0.5,0.38
4889,81.25,0.5,0.39
4890,81.46,0.5,0.4
4891,81.4,0.5,0.41
4892,81.36,0.5,0.42
4893,80.9,0.5,0.43
4894,81.21,0.5,0.44
4895,80.46,0.5,0.45
4896,80.22,0.5,0.46
4897,80.82,0.5,0.47
4898,79.9,0.5,0.48
4899,80.9,0.5,0.49
4900,80.51,0.5,0.5
4901,80.54,0.5,0.51
4902,80.48,0.5,0.52
4903,80.74,0.5,0.53
4904,80.9,0.5,0.54
4905,80.41,0.5,0.55
4906,80.03,0.5,0.56
4907,80.14,0.5,0.57
4908,80.49,0.5,0.58
4909,80.66,0.5,0.59
4910,80.39,0.5,0.6
4911,80.78,0.5,0.61
4912,80.32,0.5,0.62
4913,80.31,0.5,0.63
4914,80.15,0.5,0.64
4915,80.12,0.5,0.65
4916,81.02,0.5,0.66
4917,80.36,0.5,0.67
4918,80.62,0.5,0.68
4919,80.54,0.5,0.69
4920,79.96,0.5,0.7
4921,80.1,0.5,0.71
4922,80.82,0.5,0.72
4923,80.05,0.5,0.73
4924,79.64,0.5,0.74
4925,80.4,0.5,0.75
4926,79.76,0.5,0.76
4927,80.85,0.5,0.77
4928,80.58,0.5,0.78
4929,80.01,0.5,0.79
4930,79.89,0.5,0.8
4931,79.88,0.5,0.81
4932,79.7,0.5,0.82
4933,79.69,0.5,0.83
4934,80.16,0.5,0.84
4935,80.5,0.5,0.85
4936,80.06,0.5,0.86
4937,80.46,0.5,0.87
4938,80.58,0.5,0.88
4939,79.95,0.5,0.89
4940,80.36,0.5,0.9
4941,80.02,0.5,0.91
4942,80.45,0.5,0.92
4943,80.2,0.5,0.93
4944,80.76,0.5,0.94
4945,80.31,0.5,0.95
4946,80.09,0.5,0.96
4947,80.71,0.5,0.97
4948,80.64,0.5,0.98
4949,80.29,0.5,0.99
4950,98.66,0.51,0.01
4951,98.64,0.51,0.02
4952,98.52,0.51,0.03
4953,98.54,0.51,0.04
4954,98.58,0.51,0.05
4955,98.48,0.51,0.06
4956,98.54,0.51,0.07
4957,98.56,0.51,0.08
4958,97.89,0.51,0.09
4959,97.14,0.51,0.1
4960,96.47,0.51,0.11
4961,96.3,0.51,0.12
4962,92.84,0.51,0.13
4963,92.01,0.51,0.14
4964,92.38,0.51,0.15
4965,90.25,0.51,0.16
4966,89.13,0.51,0.17
4967,88.42,0.51,0.18
4968,87.1,0.51,0.19
4969,87.32,0.51,0.2
4970,86.24,0.51,0.21
4971,85.89,0.51,0.22
4972,85.93,0.51,0.23
4973,85.6,0.51,0.24
4974,84.51,0.51,0.25
4975,83.84,0.51,0.26
4976,83.78,0.51,0.27
4977,83.9,0.51,0.28
4978,83.17,0.51,0.29
4979,83.06,0.51,0.3
4980,82.91,0.51,0.31
4981,82.68,0.51,0.32
4982,82.72,0.51,0.33
4983,82.56,0.51,0.34
4984,82.14,0.51,0.35
4985,81.72,0.51,0.36
4986,81.69,0.51,0.37
4987,81.29,0.51,0.38
4988,81.12,0.51,0.39
4989,81.27,0.51,0.4
4990,81.36,0.51,0.41
4991,81.96,0.51,0.42
4992,81.15,0.51,0.43
4993,80.95,0.51,0.44
4994,81.15,0.51,0.45
4995,81.59,0.51,0.46
4996,80.72,0.51,0.47
4997,80.79,0.51,0.48
4998,81.02,0.51,0.49
4999,80.88,0.51,0.5
5000,80.57,0.51,0.51
5001,80.3,0.51,0.52
5002,80.62,0.51,0.53
5003,80.35,0.51,0.54
5004,80.92,0.51,0.55
5005,80.5,0.51,0.56
5006,80.24,0.51,0.57
5007,80.74,0.51,0.58
5008,80.48,0.51,0.59
5009,79.98,0.51,0.6
5010,80.44,0.51,0.61
5011,80.46,0.51,0.62
5012,80.31,0.51,0.63
5013,80.12,0.51,0.64
5014,80.56,0.51,0.65
5015,80.76,0.51,0.66
5016,80.97,0.51,0.67
5017,79.96,0.51,0.68
5018,80.57,0.51,0.69
5019,79.99,0.51,0.7
5020,80.46,0.51,0.71
5021,80.56,0.51,0.72
5022,80.2,0.51,0.73
5023,80.6,0.51,0.74
5024,80.71,0.51,0.75
5025,80.21,0.51,0.76
5026,80.86,0.51,0.77
5027,80.37,0.51,0.78
5028,80.5,0.51,0.79
5029,80.81,0.51,0.8
5030,80.65,0.51,0.81
5031,80.63,0.51,0.82
5032,80.24,0.51,0.83
5033,80.49,0.51,0.84
5034,80.76,0.51,0.85
5035,80.15,0.51,0.86
5036,80.56,0.51,0.87
5037,80.21,0.51,0.88
5038,80.69,0.51,0.89
5039,80.71,0.51,0.9
5040,80.32,0.51,0.91
5041,80.25,0.51,0.92
5042,80.39,0.51,0.93
5043,80.28,0.51,0.94
5044,80.2,0.51,0.95
5045,80.86,0.51,0.96
5046,79.85,0.51,0.97
5047,80.66,0.51,0.98
5048,80.58,0.51,0.99
5049,98.63,0.52,0.01
5050,98.64,0.52,0.02
5051,98.62,0.52,0.03
5052,98.62,0.52,0.04
5053,98.61,0.52,0.05
5054,98.43,0.52,0.06
5055,98.55,0.52,0.07
5056,98.5,0.52,0.08
5057,98.43,0.52,0.09
5058,96.22,0.52,0.1
5059,96.64,0.52,0.11
5060,96.68,0.52,0.12
5061,94.07,0.52,0.13
5062,92.93,0.52,0.14
5063,93.44,0.52,0.15
5064,89.75,0.52,0.16
5065,90.65,0.52,0.17
5066,90.65,0.52,0.18
5067,88.6,0.52,0.19
5068,86.77,0.52,0.2
5069,85.54,0.52,0.21
5070,86.05,0.52,0.22
5071,85.36,0.52,0.23
5072,84.65,0.52,0.24
5073,84.39,0.52,0.25
5074,84.73,0.52,0.26
5075,83.98,0.52,0.27
5076,83.75,0.52,0.28
5077,83.58,0.52,0.29
5078,83.34,0.52,0.3
5079,82.72,0.52,0.31
5080,82.71,0.52,0.32
5081,82.01,0.52,0.33
5082,82.29,0.52,0.34
5083,82.03,0.52,0.35
5084,81.76,0.52,0.36
5085,82.14,0.52,0.37
5086,81.66,0.52,0.38
5087,81.84,0.52,0.39
5088,81.67,0.52,0.4
5089,81.65,0.52,0.41
5090,81.46,0.52,0.42
5091,81.47,0.52,0.43
5092,81.07,0.52,0.44
5093,81.08,0.52,0.45
5094,81.18,0.52,0.46
5095,81.16,0.52,0.47
5096,81.51,0.52,0.48
5097,80.93,0.52,0.49
5098,80.94,0.52,0.5
5099,81.23,0.52,0.51
5100,81.38,0.52,0.52
5101,80.52,0.52,0.53
5102,80.59,0.52,0.54
5103,80.8,0.52,0.55
5104,80.82,0.52,0.56
5105,80.92,0.52,0.57
5106,80.48,0.52,0.58
5107,80.77,0.52,0.59
5108,81.04,0.52,0.6
5109,80.69,0.52,0.61
5110,80.13,0.52,0.62
5111,81.07,0.52,0.63
5112,80.89,0.52,0.64
5113,80.79,0.52,0.65
5114,80.52,0.52,0.66
5115,80.49,0.52,0.67
5116,81.04,0.52,0.68
5117,80.99,0.52,0.69
5118,80.34,0.52,0.7
5119,80.44,0.52,0.71
5120,80.81,0.52,0.72
5121,80.82,0.52,0.73
5122,79.83,0.52,0.74
5123,80.64,0.52,0.75
5124,80.77,0.52,0.76
5125,80.68,0.52,0.77
5126,80.86,0.52,0.78
5127,80.55,0.52,0.79
5128,80.1,0.52,0.8
5129,80.94,0.52,0.81
5130,81.12,0.52,0.82
5131,80.68,0.52,0.83
5132,80.62,0.52,0.84
5133,80.79,0.52,0.85
5134,80.66,0.52,0.86
5135,80.64,0.52,0.87
5136,80.86,0.52,0.88
5137,80.3,0.52,0.89
5138,80.24,0.52,0.9
5139,80.66,0.52,0.91
5140,80.61,0.52,0.92
5141,80.53,0.52,0.93
5142,81.14,0.52,0.94
5143,80.45,0.52,0.95
5144,80.47,0.52,0.96
5145,80.47,0.52,0.97
5146,81.03,0.52,0.98
5147,81.18,0.52,0.99
5148,98.66,0.53,0.01
5149,98.6,0.53,0.02
5150,98.63,0.53,0.03
5151,98.52,0.53,0.04
5152,98.62,0.53,0.05
5153,98.59,0.53,0.06
5154,98.44,0.53,0.07
5155,98.34,0.53,0.08
5156,98.38,0.53,0.09
5157,98.04,0.53,0.1
5158,96.56,0.53,0.11
5159,96.24,0.53,0.12
5160,94.11,0.53,0.13
5161,92.08,0.53,0.14
5162,90.36,0.53,0.15
5163,91.5,0.53,0.16
5164,88.95,0.53,0.17
5165,88.58,0.53,0.18
5166,87.6,0.53,0.19
5167,87.2,0.53,0.2
5168,87.9,0.53,0.21
5169,86.12,0.53,0.22
5170,85.09,0.53,0.23
5171,85.55,0.53,0.24
5172,85.27,0.53,0.25
5173,84.23,0.53,0.26
5174,84.27,0.53,0.27
5175,83.82,0.53,0.28
5176,83.31,0.53,0.29
5177,83.57,0.53,0.3
5178,82.98,0.53,0.31
5179,82.4,0.53,0.32
5180,82.33,0.53,0.33
5181,82.11,0.53,0.34
5182,82.19,0.53,0.35
5183,82.52,0.53,0.36
5184,81.51,0.53,0.37
5185,81.73,0.53,0.38
5186,81.86,0.53,0.39
5187,81.96,0.53,0.4
5188,82.03,0.53,0.41
5189,81.98,0.53,0.42
5190,81.06,0.53,0.43
5191,81.65,0.53,0.44
5192,81.46,0.53,0.45
5193,81.37,0.53,0.46
5194,81.65,0.53,0.47
5195,81.11,0.53,0.48
5196,80.99,0.53,0.49
5197,80.93,0.53,0.5
5198,81.13,0.53,0.51
5199,80.36,0.53,0.52
5200,80.98,0.53,0.53
5201,81.09,0.53,0.54
5202,80.61,0.53,0.55
5203,81.07,0.53,0.56
5204,80.56,0.53,0.57
5205,80.83,0.53,0.58
5206,80.75,0.53,0.59
5207,80.53,0.53,0.6
5208,80.92,0.53,0.61
5209,80.56,0.53,0.62
5210,80.61,0.53,0.63
5211,80.8,0.53,0.64
5212,80.63,0.53,0.65
5213,80.88,0.53,0.66
5214,81.22,0.53,0.67
5215,80.87,0.53,0.68
5216,81,0.53,0.69
5217,80.93,0.53,0.7
5218,80.54,0.53,0.71
5219,80.74,0.53,0.72
5220,80.9,0.53,0.73
5221,80.92,0.53,0.74
5222,80.73,0.53,0.75
5223,80.78,0.53,0.76
5224,80.53,0.53,0.77
5225,80.92,0.53,0.78
5226,81.02,0.53,0.79
5227,80.72,0.53,0.8
5228,80.57,0.53,0.81
5229,81.07,0.53,0.82
5230,80.25,0.53,0.83
5231,80.85,0.53,0.84
5232,80.12,0.53,0.85
5233,80.97,0.53,0.86
5234,80.52,0.53,0.87
5235,81.16,0.53,0.88
5236,80.74,0.53,0.89
5237,81.36,0.53,0.9
5238,80.88,0.53,0.91
5239,80.77,0.53,0.92
5240,81.13,0.53,0.93
5241,80.82,0.53,0.94
5242,80.84,0.53,0.95
5243,81.32,0.53,0.96
5244,80.54,0.53,0.97
5245,80.93,0.53,0.98
5246,80.88,0.53,0.99
5247,98.64,0.54,0.01
5248,98.67,0.54,0.02
5249,98.64,0.54,0.03
5250,98.59,0.54,0.04
5251,98.48,0.54,0.05
5252,98.57,0.54,0.06
5253,98.56,0.54,0.07
5254,97.93,0.54,0.08
5255,98.05,0.54,0.09
5256,97.53,0.54,0.1
5257,96.95,0.54,0.11
5258,96.84,0.54,0.12
5259,95.11,0.54,0.13
5260,92.75,0.54,0.14
5261,91.7,0.54,0.15
5262,90.7,0.54,0.16
5263,90.6,0.54,0.17
5264,89.17,0.54,0.18
5265,87.74,0.54,0.19
5266,87.54,0.54,0.2
5267,86.85,0.54,0.21
5268,86.52,0.54,0.22
5269,85.87,0.54,0.23
5270,85.79,0.54,0.24
5271,84.88,0.54,0.25
5272,84.72,0.54,0.26
5273,84.31,0.54,0.27
5274,83.89,0.54,0.28
5275,83.82,0.54,0.29
5276,83.09,0.54,0.3
5277,82.76,0.54,0.31
5278,83.07,0.54,0.32
5279,82.75,0.54,0.33
5280,82.74,0.54,0.34
5281,82.29,0.54,0.35
5282,82.26,0.54,0.36
5283,82.16,0.54,0.37
5284,82.65,0.54,0.38
5285,81.69,0.54,0.39
5286,82.1,0.54,0.4
5287,81.85,0.54,0.41
5288,81.78,0.54,0.42
5289,82.01,0.54,0.43
5290,81.21,0.54,0.44
5291,81.97,0.54,0.45
5292,81.58,0.54,0.46
5293,81.13,0.54,0.47
5294,81.84,0.54,0.48
5295,81.09,0.54,0.49
5296,81.13,0.54,0.5
5297,81.01,0.54,0.51
5298,81.23,0.54,0.52
5299,81.41,0.54,0.53
5300,80.85,0.54,0.54
5301,81.23,0.54,0.55
5302,81.13,0.54,0.56
5303,80.75,0.54,0.57
5304,80.9,0.54,0.58
5305,81.44,0.54,0.59
5306,81.44,0.54,0.6
5307,80.85,0.54,0.61
5308,81.41,0.54,0.62
5309,80.93,0.54,0.63
5310,81.33,0.54,0.64
5311,81.24,0.54,0.65
5312,81.01,0.54,0.66
5313,80.55,0.54,0.67
5314,80.58,0.54,0.68
5315,81.08,0.54,0.69
5316,81,0.54,0.7
5317,80.5,0.54,0.71
5318,81.4,0.54,0.72
5319,81.01,0.54,0.73
5320,80.89,0.54,0.74
5321,81.17,0.54,0.75
5322,81.17,0.54,0.76
5323,81.23,0.54,0.77
5324,81.35,0.54,0.78
5325,80.67,0.54,0.79
5326,80.82,0.54,0.8
5327,80.88,0.54,0.81
5328,80.79,0.54,0.82
5329,80.81,0.54,0.83
5330,80.94,0.54,0.84
5331,80.77,0.54,0.85
5332,81.05,0.54,0.86
5333,80.53,0.54,0.87
5334,81.19,0.54,0.88
5335,81.35,0.54,0.89
5336,81.23,0.54,0.9
5337,80.79,0.54,0.91
5338,80.88,0.54,0.92
5339,81.35,0.54,0.93
5340,80.72,0.54,0.94
5341,81.4,0.54,0.95
5342,80.96,0.54,0.96
5343,81.26,0.54,0.97
5344,80.84,0.54,0.98
5345,80.75,0.54,0.99
5346,98.66,0.55,0.01
5347,98.66,0.55,0.02
5348,98.53,0.55,0.03
5349,98.58,0.55,0.04
5350,98.54,0.55,0.05
5351,98.64,0.55,0.06
5352,98.4,0.55,0.07
5353,98.51,0.55,0.08
5354,98.14,0.55,0.09
5355,97.41,0.55,0.1
5356,98.45,0.55,0.11
5357,94.84,0.55,0.12
5358,95.63,0.55,0.13
5359,92.52,0.55,0.14
5360,92.05,0.55,0.15
5361,90.02,0.55,0.16
5362,89.4,0.55,0.17
5363,88.21,0.55,0.18
5364,88.67,0.55,0.19
5365,87.34,0.55,0.2
5366,86.72,0.55,0.21
5367,85.9,0.55,0.22
5368,85.21,0.55,0.23
5369,84.88,0.55,0.24
5370,85.25,0.55,0.25
5371,84.64,0.55,0.26
5372,85.19,0.55,0.27
5373,83.53,0.55,0.28
5374,83.81,0.55,0.29
5375,83.57,0.55,0.3
5376,83.08,0.55,0.31
5377,83.28,0.55,0.32
5378,82.81,0.55,0.33
5379,82.7,0.55,0.34
5380,82.59,0.55,0.35
5381,82.58,0.55,0.36
5382,82.71,0.55,0.37
5383,82.15,0.55,0.38
5384,82.02,0.55,0.39
5385,81.86,0.55,0.4
5386,81.57,0.55,0.41
5387,81.73,0.55,0.42
5388,81.68,0.55,0.43
5389,81.35,0.55,0.44
5390,81.49,0.55,0.45
5391,81.38,0.55,0.46
5392,81.74,0.55,0.47
5393,81.85,0.55,0.48
5394,81.14,0.55,0.49
5395,81.48,0.55,0.5
5396,81.03,0.55,0.51
5397,81.22,0.55,0.52
5398,81.28,0.55,0.53
5399,81.2,0.55,0.54
5400,81.1,0.55,0.55
5401,81.18,0.55,0.56
5402,81.47,0.55,0.57
5403,81.09,0.55,0.58
5404,81.19,0.55,0.59
5405,81.18,0.55,0.6
5406,81.56,0.55,0.61
5407,81.07,0.55,0.62
5408,81.06,0.55,0.63
5409,81.21,0.55,0.64
5410,80.91,0.55,0.65
5411,81.69,0.55,0.66
5412,80.72,0.55,0.67
5413,80.78,0.55,0.68
5414,81.44,0.55,0.69
5415,81.13,0.55,0.7
5416,80.86,0.55,0.71
5417,81.3,0.55,0.72
5418,81.02,0.55,0.73
5419,81.33,0.55,0.74
5420,81.74,0.55,0.75
5421,81.38,0.55,0.76
5422,81.3,0.55,0.77
5423,80.88,0.55,0.78
5424,81.07,0.55,0.79
5425,80.92,0.55,0.8
5426,81.25,0.55,0.81
5427,80.99,0.55,0.82
5428,81.09,0.55,0.83
5429,81.17,0.55,0.84
5430,80.85,0.55,0.85
5431,81.16,0.55,0.86
5432,81.13,0.55,0.87
5433,81.36,0.55,0.88
5434,81.54,0.55,0.89
5435,80.59,0.55,0.9
5436,81.21,0.55,0.91
5437,81.2,0.55,0.92
5438,81.43,0.55,0.93
5439,81.16,0.55,0.94
5440,80.89,0.55,0.95
5441,81.26,0.55,0.96
5442,81.04,0.55,0.97
5443,81.3,0.55,0.98
5444,80.85,0.55,0.99
5445,98.68,0.56,0.01
5446,98.64,0.56,0.02
5447,98.64,0.56,0.03
5448,98.62,0.56,0.04
5449,98.6,0.56,0.05
5450,98.3,0.56,0.06
5451,98.54,0.56,0.07
5452,98.58,0.56,0.08
5453,98.43,0.56,0.09
5454,97.01,0.56,0.1
5455,98.42,0.56,0.11
5456,96.33,0.56,0.12
5457,96.11,0.56,0.13
5458,93.02,0.56,0.14
5459,92.72,0.56,0.15
5460,92.73,0.56,0.16
5461,89.3,0.56,0.17
5462,89.59,0.56,0.18
5463,88.13,0.56,0.19
5464,87.37,0.56,0.2
5465,86.99,0.56,0.21
5466,86.32,0.56,0.22
5467,86.07,0.56,0.23
5468,86.18,0.56,0.24
5469,84.83,0.56,0.25
5470,84.29,0.56,0.26
5471,84.98,0.56,0.27
5472,83.85,0.56,0.28
5473,83.82,0.56,0.29
5474,83.23,0.56,0.3
5475,83.62,0.56,0.31
5476,83.62,0.56,0.32
5477,83.04,0.56,0.33
5478,83.24,0.56,0.34
5479,82.56,0.56,0.35
5480,82.13,0.56,0.36
5481,82.11,0.56,0.37
5482,82.47,0.56,0.38
5483,82.33,0.56,0.39
5484,82.25,0.56,0.4
5485,82.28,0.56,0.41
5486,81.85,0.56,0.42
5487,81.54,0.56,0.43
5488,81.85,0.56,0.44
5489,81.56,0.56,0.45
5490,81.97,0.56,0.46
5491,82.16,0.56,0.47
5492,81.3,0.56,0.48
5493,81.78,0.56,0.49
5494,81.27,0.56,0.5
5495,81.74,0.56,0.51
5496,81.57,0.56,0.52
5497,81.62,0.56,0.53
5498,81.45,0.56,0.54
5499,81.56,0.56,0.55
5500,81.62,0.56,0.56
5501,81.3,0.56,0.57
5502,81.22,0.56,0.58
5503,81.65,0.56,0.59
5504,81.32,0.56,0.6
5505,81.33,0.56,0.61
5506,81.21,0.56,0.62
5507,81.56,0.56,0.63
5508,81.32,0.56,0.64
5509,81.66,0.56,0.65
5510,81.32,0.56,0.66
5511,81.15,0.56,0.67
5512,80.93,0.56,0.68
5513,81.23,0.56,0.69
5514,80.92,0.56,0.7
5515,81.38,0.56,0.71
5516,81.27,0.56,0.72
5517,81.23,0.56,0.73
5518,81.35,0.56,0.74
5519,81.4,0.56,0.75
5520,81.2,0.56,0.76
5521,81.09,0.56,0.77
5522,81.09,0.56,0.78
5523,81.44,0.56,0.79
5524,81.75,0.56,0.8
5525,81.59,0.56,0.81
5526,81,0.56,0.82
5527,81.43,0.56,0.83
5528,80.72,0.56,0.84
5529,81.42,0.56,0.85
5530,81.19,0.56,0.86
5531,81.54,0.56,0.87
5532,81.67,0.56,0.88
5533,81.48,0.56,0.89
5534,81.28,0.56,0.9
5535,81.4,0.56,0.91
5536,81.69,0.56,0.92
5537,81.22,0.56,0.93
5538,80.94,0.56,0.94
5539,81.45,0.56,0.95
5540,81.29,0.56,0.96
5541,81.55,0.56,0.97
5542,81.18,0.56,0.98
5543,81.63,0.56,0.99
5544,98.66,0.57,0.01
5545,98.65,0.57,0.02
5546,98.66,0.57,0.03
5547,98.62,0.57,0.04
5548,98.63,0.57,0.05
5549,98.28,0.57,0.06
5550,98.45,0.57,0.07
5551,98.38,0.57,0.08
5552,98.05,0.57,0.09
5553,97.74,0.57,0.1
5554,96.79,0.57,0.11
5555,96.72,0.57,0.12
5556,93.15,0.57,0.13
5557,93.2,0.57,0.14
5558,92.77,0.57,0.15
5559,90.98,0.57,0.16
5560,89.55,0.57,0.17
5561,88.53,0.57,0.18
5562,87.88,0.57,0.19
5563,87.21,0.57,0.2
5564,86.06,0.57,0.21
5565,86.35,0.57,0.22
5566,86.33,0.57,0.23
5567,85.22,0.57,0.24
5568,85.29,0.57,0.25
5569,84.6,0.57,0.26
5570,84.06,0.57,0.27
5571,84.26,0.57,0.28
5572,83.74,0.57,0.29
5573,84.12,0.57,0.3
5574,83.93,0.57,0.31
5575,82.98,0.57,0.32
5576,82.74,0.57,0.33
5577,83.24,0.57,0.34
5578,82.56,0.57,0.35
5579,82.64,0.57,0.36
5580,82.36,0.57,0.37
5581,82.34,0.57,0.38
5582,82.84,0.57,0.39
5583,82.72,0.57,0.4
5584,82.13,0.57,0.41
5585,82.38,0.57,0.42
5586,81.83,0.57,0.43
5587,81.63,0.57,0.44
5588,82.1,0.57,0.45
5589,81.98,0.57,0.46
5590,81.97,0.57,0.47
5591,81.64,0.57,0.48
5592,81.41,0.57,0.49
5593,81.8,0.57,0.5
5594,81.94,0.57,0.51
5595,81.75,0.57,0.52
5596,81.83,0.57,0.53
5597,81.6,0.57,0.54
5598,81.43,0.57,0.55
5599,81.4,0.57,0.56
5600,81.58,0.57,0.57
5601,81.17,0.57,0.58
5602,81.37,0.57,0.59
5603,81.72,0.57,0.6
5604,81.3,0.57,0.61
5605,81.7,0.57,0.62
5606,81.68,0.57,0.63
5607,81.41,0.57,0.64
5608,81.26,0.57,0.65
5609,81.37,0.57,0.66
5610,81.5,0.57,0.67
5611,81.29,0.57,0.68
5612,81.18,0.57,0.69
5613,81.58,0.57,0.7
5614,80.89,0.57,0.71
5615,81.23,0.57,0.72
5616,81.47,0.57,0.73
5617,81.55,0.57,0.74
5618,81.02,0.57,0.75
5619,81.58,0.57,0.76
5620,81.6,0.57,0.77
5621,81.27,0.57,0.78
5622,81.63,0.57,0.79
5623,81.7,0.57,0.8
5624,81.68,0.57,0.81
5625,81.24,0.57,0.82
5626,81.74,0.57,0.83
5627,81.46,0.57,0.84
5628,81.41,0.57,0.85
5629,81.52,0.57,0.86
5630,81.26,0.57,0.87
5631,81.5,0.57,0.88
5632,81.78,0.57,0.89
5633,81.16,0.57,0.9
5634,81.85,0.57,0.91
5635,81.75,0.57,0.92
5636,81.57,0.57,0.93
5637,81.22,0.57,0.94
5638,81.52,0.57,0.95
5639,81.56,0.57,0.96
5640,81.79,0.57,0.97
5641,81.71,0.57,0.98
5642,81.87,0.57,0.99
5643,98.67,0.58,0.01
5644,98.65,0.58,0.02
5645,98.63,0.58,0.03
5646,98.59,0.58,0.04
5647,98.51,0.58,0.05
5648,98.49,0.58,0.06
5649,98.5,0.58,0.07
5650,98.39,0.58,0.08
5651,98.32,0.58,0.09
5652,98.06,0.58,0.1
5653,96.55,0.58,0.11
5654,97.98,0.58,0.12
5655,95.68,0.58,0.13
5656,92.12,0.58,0.14
5657,90.93,0.58,0.15
5658,90.33,0.58,0.16
5659,89.26,0.58,0.17
5660,88.87,0.58,0.18
5661,87.88,0.58,0.19
5662,87.54,0.58,0.2
5663,87.05,0.58,0.21
5664,86.66,0.58,0.22
5665,86.02,0.58,0.23
5666,86.31,0.58,0.24
5667,85.29,0.58,0.25
5668,85.13,0.58,0.26
5669,84.41,0.58,0.27
5670,84.11,0.58,0.28
5671,84.08,0.58,0.29
5672,83.91,0.58,0.3
5673,83.95,0.58,0.31
5674,83.49,0.58,0.32
5675,83.22,0.58,0.33
5676,82.96,0.58,0.34
5677,82.78,0.58,0.35
5678,82.75,0.58,0.36
5679,82.97,0.58,0.37
5680,82.45,0.58,0.38
5681,82.98,0.58,0.39
5682,82.28,0.58,0.4
5683,82.3,0.58,0.41
5684,82.64,0.58,0.42
5685,82.46,0.58,0.43
5686,81.79,0.58,0.44
5687,82.13,0.58,0.45
5688,82.19,0.58,0.46
5689,81.99,0.58,0.47
5690,81.9,0.58,0.48
5691,81.73,0.58,0.49
5692,82.18,0.58,0.5
5693,82.34,0.58,0.51
5694,81.84,0.58,0.52
5695,81.54,0.58,0.53
5696,81.81,0.58,0.54
5697,81.61,0.58,0.55
5698,81.81,0.58,0.56
5699,81.72,0.58,0.57
5700,81.78,0.58,0.58
5701,81.25,0.58,0.59
5702,81.55,0.58,0.6
5703,81.62,0.58,0.61
5704,81.76,0.58,0.62
5705,81.82,0.58,0.63
5706,81.24,0.58,0.64
5707,81.06,0.58,0.65
5708,81.42,0.58,0.66
5709,81.77,0.58,0.67
5710,81.45,0.58,0.68
5711,82.06,0.58,0.69
5712,81.13,0.58,0.7
5713,81.44,0.58,0.71
5714,81.44,0.58,0.72
5715,81.65,0.58,0.73
5716,81.49,0.58,0.74
5717,81.38,0.58,0.75
5718,81.61,0.58,0.76
5719,81.31,0.58,0.77
5720,81.38,0.58,0.78
5721,81.47,0.58,0.79
5722,81.52,0.58,0.8
5723,81.28,0.58,0.81
5724,81.72,0.58,0.82
5725,81.51,0.58,0.83
5726,81.48,0.58,0.84
5727,81.9,0.58,0.85
5728,81.53,0.58,0.86
5729,81.31,0.58,0.87
5730,81.47,0.58,0.88
5731,81.69,0.58,0.89
5732,81.53,0.58,0.9
5733,81.68,0.58,0.91
5734,81.46,0.58,0.92
5735,81.48,0.58,0.93
5736,81.64,0.58,0.94
5737,81.81,0.58,0.95
5738,81.56,0.58,0.96
5739,81.48,0.58,0.97
5740,81.6,0.58,0.98
5741,81.73,0.58,0.99
5742,98.67,0.59,0.01
5743,98.6,0.59,0.02
5744,98.63,0.59,0.03
5745,98.64,0.59,0.04
5746,98.53,0.59,0.05
5747,98.38,0.59,0.06
5748,98.18,0.59,0.07
5749,98.39,0.59,0.08
5750,98.06,0.59,0.09
5751,98.04,0.59,0.1
5752,98.03,0.59,0.11
5753,97.43,0.59,0.12
5754,93,0.59,0.13
5755,94.02,0.59,0.14
5756,91.27,0.59,0.15
5757,90.66,0.59,0.16
5758,91.09,0.59,0.17
5759,88.41,0.59,0.18
5760,88.75,0.59,0.19
5761,87.01,0.59,0.2
5762,86.94,0.59,0.21
5763,86.95,0.59,0.22
5764,85.45,0.59,0.23
5765,85.56,0.59,0.24
5766,85.16,0.59,0.25
5767,84.65,0.59,0.26
5768,84.91,0.59,0.27
5769,84.67,0.59,0.28
5770,84.08,0.59,0.29
5771,84.07,0.59,0.3
5772,83.69,0.59,0.31
5773,83.44,0.59,0.32
5774,83.77,0.59,0.33
5775,83.6,0.59,0.34
5776,83.35,0.59,0.35
5777,82.82,0.59,0.36
5778,83.02,0.59,0.37
5779,82.54,0.59,0.38
5780,82.3,0.59,0.39
5781,82.83,0.59,0.4
5782,82.54,0.59,0.41
5783,82.34,0.59,0.42
5784,82.09,0.59,0.43
5785,82.19,0.59,0.44
5786,82.04,0.59,0.45
5787,82.18,0.59,0.46
5788,82.23,0.59,0.47
5789,82.1,0.59,0.48
5790,81.57,0.59,0.49
5791,81.68,0.59,0.5
5792,81.88,0.59,0.51
5793,81.95,0.59,0.52
5794,82,0.59,0.53
5795,81.97,0.59,0.54
5796,81.97,0.59,0.55
5797,82.14,0.59,0.56
5798,81.74,0.59,0.57
5799,82.1,0.59,0.58
5800,81.79,0.59,0.59
5801,81.73,0.59,0.6
5802,82.03,0.59,0.61
5803,81.76,0.59,0.62
5804,81.92,0.59,0.63
5805,81.76,0.59,0.64
5806,81.77,0.59,0.65
5807,82.01,0.59,0.66
5808,81.37,0.59,0.67
5809,81.72,0.59,0.68
5810,81.5,0.59,0.69
5811,81.77,0.59,0.7
5812,81.59,0.59,0.71
5813,81.89,0.59,0.72
5814,81.78,0.59,0.73
5815,81.92,0.59,0.74
5816,81.75,0.59,0.75
