id,mean_predators,ph,pp
4883,53.49,0.5,0.33
4884,54.01,0.5,0.34
4885,54.54,0.5,0.35
4886,54.44,0.5,0.36
4887,54.76,0.5,0.37
4888,54.94,0.5,0.38
4889,55.38,0.5,0.39
4890,55.42,0.5,0.4
4891,56.81,0.5,0.41
4892,57.82,0.5,0.42
4893,57.38,0.5,0.43
4894,58.18,0.5,0.44
4895,56.76,0.5,0.45
4896,57.47,0.5,0.46
4897,58.86,0.5,0.47
4898,58.27,0.5,0.48
4899,59.68,0.5,0.49
4900,59.08,0.5,0.5
4901,59.29,0.5,0.51
4902,59.75,0.5,0.52
4903,60.76,0.5,0.53
4904,60.7,0.5,0.54
4905,60.04,0.5,0.55
4906,59.98,0.5,0.56
4907,60.73,0.5,0.57
4908,60.64,0.5,0.58
4909,61.25,0.5,0.59
4910,60.73,0.5,0.6
4911,61.35,0.5,0.61
4912,61.38,0.5,0.62
4913,61.48,0.5,0.63
4914,61.15,0.5,0.64
4915,61.1,0.5,0.65
4916,62.57,0.5,0.66
4917,61.77,0.5,0.67
4918,62.37,0.5,0.68
4919,62.37,0.5,0.69
4920,61.62,0.5,0.7
4921,61.77,0.5,0.71
4922,62.47,0.5,0.72
4923,61.82,0.5,0.73
4924,61.62,0.5,0.74
4925,62.31,0.5,0.75
4926,61.87,0.5,0.76
4927,62.91,0.5,0.77
4928,62.6,0.5,0.78
4929,62.21,0.5,0.79
4930,62.09,0.5,0.8
4931,62.23,0.5,0.81
4932,62.28,0.5,0.82
4933,62.05,0.5,0.83
4934,62.6,0.5,0.84
4935,62.89,0.5,0.85
4936,62.56,0.5,0.86
4937,62.84,0.5,0.87
4938,62.91,0.5,0.88
4939,62.5,0.5,0.89
4940,62.87,0.5,0.9
4941,62.53,0.5,0.91
4942,62.87,0.5,0.92
4943,62.75,0.5,0.93
4944,63.22,0.5,0.94
4945,62.88,0.5,0.95
4946,62.69,0.5,0.96
4947,63.24,0.5,0.97
4948,63.21,0.5,0.98
4949,62.95,0.5,0.99
4950,0.4,0.51,0.01
4951,0.52,0.51,0.02
4952,0.96,0.51,0.03
4953,0.64,0.51,0.04
4954,0.72,0.51,0.05
4955,1.12,0.51,0.06
4956,0.96,0.51,0.07
4957,0.8,0.51,0.08
4958,3.08,0.51,0.09
4959,5.68,0.51,0.1
4960,8.24,0.51,0.11
4961,9.17,0.51,0.12
4962,21.5,0.51,0.13
4963,23.69,0.51,0.14
4964,22.9,0.51,0.15
4965,29.33,0.51,0.16
4966,33.07,0.51,0.17
4967,35.98,0.51,0.18
4968,39.28,0.51,0.19
4969,38.53,0.51,0.2
4970,42.01,0.51,0.21
4971,43.96,0.51,0.22
4972,42.88,0.51,0.23
4973,43.68,0.51,0.24
4974,46.86,0.51,0.25
4975,48.96,0.51,0.26
4976,49.08,0.51,0.27
4977,49.48,0.51,0.28
4978,50.98,0.51,0.29
4979,50.57,0.51,0.3
4980,53.13,0.51,0.31
4981,52.21,0.51,0.32
4982,53.16,0.51,0.33
4983,54.67,0.51,0.34
4984,54.94,0.51,0.35
4985,54.06,0.51,0.36
4986,55.03,0.51,0.37
4987,55.05,0.51,0.38
4988,56.25,0.51,0.39
4989,56.12,0.51,0.4
4990,56.84,0.51,0.41
4991,58.5,0.51,0.42
4992,57.95,0.51,0.43
4993,57.66,0.51,0.44
4994,58.11,0.51,0.45
4995,59.59,0.51,0.46
4996,58.7,0.51,0.47
4997,58.73,0.51,0.48
4998,59.57,0.51,0.49
4999,59.79,0.51,0.5
5000,59.41,0.51,0.51
5001,59.45,0.51,0.52
5002,59.49,0.51,0.53
5003,59.62,0.51,0.54
5004,60.81,0.51,0.55
5005,60.39,0.51,0.56
5006,60.59,0.51,0.57
5007,60.85,0.51,0.58
5008,61.48,0.51,0.59
5009,60.51,0.51,0.6
5010,60.63,0.51,0.61
5011,61.33,0.51,0.62
5012,61.61,0.51,0.63
5013,61.21,0.51,0.64
5014,61.79,0.51,0.65
5015,62.4,0.51,0.66
5016,62.28,0.51,0.67
5017,61.59,0.51,0.68
5018,62.03,0.51,0.69
5019,61.45,0.51,0.7
5020,61.95,0.51,0.71
5021,62.44,0.51,0.72
5022,62.08,0.51,0.73
5023,62.41,0.51,0.74
5024,62.64,0.51,0.75
5025,62.05,0.51,0.76
5026,62.74,0.51,0.77
5027,62.4,0.51,0.78
5028,62.63,0.51,0.79
5029,63.06,0.51,0.8
5030,62.75,0.51,0.81
5031,62.73,0.51,0.82
5032,62.55,0.51,0.83
5033,62.75,0.51,0.84
5034,63.07,0.51,0.85
5035,62.52,0.51,0.86
5036,62.87,0.51,0.87
5037,62.63,0.51,0.88
5038,63.05,0.51,0.89
5039,63.15,0.51,0.9
5040,62.74,0.51,0.91
5041,62.65,0.51,0.92
5042,62.89,0.51,0.93
5043,62.81,0.51,0.94
5044,62.75,0.51,0.95
5045,63.34,0.51,0.96
5046,62.49,0.51,0.97
5047,63.21,0.51,0.98
5048,63.18,0.51,0.99
5049,0.56,0.52,0.01
5050,0.6,0.52,0.02
5051,0.72,0.52,0.03
5052,0.48,0.52,0.04
5053,0.64,0.52,0.05
5054,1.32,0.52,0.06
5055,0.96,0.52,0.07
5056,1.04,0.52,0.08
5057,1.4,0.52,0.09
5058,9.2,0.52,0.1
5059,7.92,0.52,0.11
5060,7.82,0.52,0.12
5061,17.22,0.52,0.13
5062,21.48,0.52,0.14
5063,19.7,0.52,0.15
5064,30.67,0.52,0.16
5065,28.36,0.52,0.17
5066,29.09,0.52,0.18
5067,35.16,0.52,0.19
5068,40.45,0.52,0.2
5069,44.33,0.52,0.21
5070,43.1,0.52,0.22
5071,44.94,0.52,0.23
5072,47.31,0.52,0.24
5073,47.17,0.52,0.25
5074,48.24,0.52,0.26
5075,48.4,0.52,0.27
5076,49.04,0.52,0.28
5077,49.65,0.52,0.29
5078,50.73,0.52,0.3
5079,51.96,0.52,0.31
5080,52.28,0.52,0.32
5081,52.89,0.52,0.33
5082,54.03,0.52,0.34
5083,54.55,0.52,0.35
5084,55.35,0.52,0.36
5085,56.5,0.52,0.37
5086,56.82,0.52,0.38
5087,56.71,0.52,0.39
5088,55.46,0.52,0.4
5089,57.02,0.52,0.41
5090,57.94,0.52,0.42
5091,58.08,0.52,0.43
5092,57.65,0.52,0.44
5093,58.52,0.52,0.45
5094,58.27,0.52,0.46
5095,58.84,0.52,0.47
5096,59.97,0.52,0.48
5097,59.5,0.52,0.49
5098,60.27,0.52,0.5
5099,59.8,0.52,0.51
5100,60.42,0.52,0.52
5101,59.79,0.52,0.53
5102,60.81,0.52,0.54
5103,60.87,0.52,0.55
5104,60.98,0.52,0.56
5105,60.69,0.52,0.57
5106,60.33,0.52,0.58
5107,61.35,0.52,0.59
5108,62.06,0.52,0.6
5109,61.19,0.52,0.61
5110,61.02,0.52,0.62
5111,61.97,0.52,0.63
5112,61.89,0.52,0.64
5113,61.36,0.52,0.65
5114,61.66,0.52,0.66
5115,61.85,0.52,0.67
5116,62.48,0.52,0.68
5117,62.53,0.52,0.69
5118,61.84,0.52,0.7
5119,62.17,0.52,0.71
5120,62.54,0.52,0.72
5121,62.71,0.52,0.73
5122,61.73,0.52,0.74
5123,62.6,0.52,0.75
5124,62.73,0.52,0.76
5125,62.49,0.52,0.77
5126,62.85,0.52,0.78
5127,62.55,0.52,0.79
5128,62.27,0.52,0.8
5129,62.96,0.52,0.81
5130,63.32,0.52,0.82
5131,62.83,0.52,0.83
5132,62.91,0.52,0.84
5133,63.17,0.52,0.85
5134,62.95,0.52,0.86
5135,62.93,0.52,0.87
5136,63.3,0.52,0.88
5137,62.67,0.52,0.89
5138,62.67,0.52,0.9
5139,63.1,0.52,0.91
5140,63.03,0.52,0.92
5141,63.08,0.52,0.93
5142,63.59,0.52,0.94
5143,62.93,0.52,0.95
5144,63.04,0.52,0.96
5145,63.03,0.52,0.97
5146,63.5,0.52,0.98
5147,63.64,0.52,0.99
5148,0.44,0.53,0.01
5149,0.56,0.53,0.02
5150,0.6,0.53,0.03
5151,0.92,0.53,0.04
5152,0.64,0.53,0.05
5153,0.76,0.53,0.06
5154,1.24,0.53,0.07
5155,1.64,0.53,0.08
5156,1.52,0.53,0.09
5157,2.68,0.53,0.1
5158,8.13,0.53,0.11
5159,9.2,0.53,0.12
5160,16.82,0.53,0.13
5161,24.27,0.53,0.14
5162,29.66,0.53,0.15
5163,26.19,0.53,0.16
5164,34.44,0.53,0.17
5165,35.99,0.53,0.18
5166,38.64,0.53,0.19
5167,39.92,0.53,0.2
5168,37.34,0.53,0.21
5169,43.31,0.53,0.22
5170,46.01,0.53,0.23
5171,45.42,0.53,0.24
5172,46.22,0.53,0.25
5173,47.41,0.53,0.26
5174,49.16,0.53,0.27
5175,50.34,0.53,0.28
5176,49.6,0.53,0.29
5177,52.23,0.53,0.3
5178,52.58,0.53,0.31
5179,54.98,0.53,0.32
5180,54.2,0.53,0.33
5181,55.78,0.53,0.34
5182,55.29,0.53,0.35
5183,55.45,0.53,0.36
5184,55.06,0.53,0.37
5185,54.44,0.53,0.38
5186,57.01,0.53,0.39
5187,56.99,0.53,0.4
5188,57.24,0.53,0.41
5189,57.9,0.53,0.42
5190,57.24,0.53,0.43
5191,59.15,0.53,0.44
5192,59.45,0.53,0.45
5193,58.46,0.53,0.46
5194,59.58,0.53,0.47
5195,59.67,0.53,0.48
5196,59.93,0.53,0.49
5197,59.47,0.53,0.5
5198,60.2,0.53,0.51
5199,59.37,0.53,0.52
5200,60.52,0.53,0.53
5201,60.26,0.53,0.54
5202,60.42,0.53,0.55
5203,61.39,0.53,0.56
5204,60.78,0.53,0.57
5205,60.99,0.53,0.58
5206,61.31,0.53,0.59
5207,61.38,0.53,0.6
5208,61.72,0.53,0.61
5209,61.1,0.53,0.62
5210,61.5,0.53,0.63
5211,62.22,0.53,0.64
5212,61.67,0.53,0.65
5213,62.44,0.53,0.66
5214,62.12,0.53,0.67
5215,62.44,0.53,0.68
5216,62.52,0.53,0.69
5217,62.65,0.53,0.7
5218,61.91,0.53,0.71
5219,62.26,0.53,0.72
5220,62.79,0.53,0.73
5221,62.85,0.53,0.74
5222,62.53,0.53,0.75
5223,62.51,0.53,0.76
5224,62.48,0.53,0.77
5225,63.05,0.53,0.78
5226,63.06,0.53,0.79
5227,62.96,0.53,0.8
5228,62.79,0.53,0.81
5229,63,0.53,0.82
5230,62.48,0.53,0.83
5231,63.12,0.53,0.84
5232,62.55,0.53,0.85
5233,63.13,0.53,0.86
5234,62.88,0.53,0.87
5235,63.4,0.53,0.88
5236,63.14,0.53,0.89
5237,63.75,0.53,0.9
5238,63.23,0.53,0.91
5239,63.26,0.53,0.92
5240,63.57,0.53,0.93
5241,63.31,0.53,0.94
5242,63.27,0.53,0.95
5243,63.68,0.53,0.96
5244,63.11,0.53,0.97
5245,63.46,0.53,0.98
5246,63.4,0.53,0.99
5247,0.56,0.54,0.01
5248,0.52,0.54,0.02
5249,0.48,0.54,0.03
5250,0.64,0.54,0.04
5251,1.16,0.54,0.05
5252,0.76,0.54,0.06
5253,0.96,0.54,0.07
5254,3.16,0.54,0.08
5255,2.84,0.54,0.09
5256,4.44,0.54,0.1
5257,6.72,0.54,0.11
5258,7.48,0.54,0.12
5259,14.11,0.54,0.13
5260,21.68,0.54,0.14
5261,25.12,0.54,0.15
5262,29.89,0.54,0.16
5263,29.8,0.54,0.17
5264,33.12,0.54,0.18
5265,37.51,0.54,0.19
5266,38.51,0.54,0.2
5267,40.74,0.54,0.21
5268,42.05,0.54,0.22
5269,43.08,0.54,0.23
5270,44.41,0.54,0.24
5271,46.67,0.54,0.25
5272,48.06,0.54,0.26
5273,49.12,0.54,0.27
5274,50.01,0.54,0.28
5275,50.79,0.54,0.29
5276,51.26,0.54,0.3
5277,52.14,0.54,0.31
5278,53.29,0.54,0.32
5279,53.31,0.54,0.33
5280,54.57,0.54,0.34
5281,54.97,0.54,0.35
5282,55.71,0.54,0.36
5283,56.4,0.54,0.37
5284,57.13,0.54,0.38
5285,55.95,0.54,0.39
5286,57.95,0.54,0.4
5287,57.39,0.54,0.41
5288,58.23,0.54,0.42
5289,58.85,0.54,0.43
5290,58.51,0.54,0.44
5291,58.14,0.54,0.45
5292,59.18,0.54,0.46
5293,59.07,0.54,0.47
5294,60.46,0.54,0.48
5295,59.47,0.54,0.49
5296,59.6,0.54,0.5
5297,60.6,0.54,0.51
5298,60.8,0.54,0.52
5299,60.33,0.54,0.53
5300,60.05,0.54,0.54
5301,60.61,0.54,0.55
5302,60.9,0.54,0.56
5303,60.89,0.54,0.57
5304,61.18,0.54,0.58
5305,62.11,0.54,0.59
5306,61.82,0.54,0.6
5307,61.51,0.54,0.61
5308,62.31,0.54,0.62
5309,61.82,0.54,0.63
5310,62.44,0.54,0.64
5311,62.14,0.54,0.65
5312,62.24,0.54,0.66
5313,61.82,0.54,0.67
5314,62.02,0.54,0.68
5315,62.34,0.54,0.69
5316,62.49,0.54,0.7
5317,62,0.54,0.71
5318,62.98,0.54,0.72
5319,62.79,0.54,0.73
5320,62.69,0.54,0.74
5321,62.9,0.54,0.75
5322,62.93,0.54,0.76
5323,63.14,0.54,0.77
5324,63.41,0.54,0.78
5325,62.56,0.54,0.79
5326,62.81,0.54,0.8
5327,62.93,0.54,0.81
5328,62.89,0.54,0.82
5329,63.01,0.54,0.83
5330,63.02,0.54,0.84
5331,63.05,0.54,0.85
5332,63.29,0.54,0.86
5333,62.89,0.54,0.87
5334,63.58,0.54,0.88
5335,63.73,0.54,0.89
5336,63.55,0.54,0.9
5337,63.21,0.54,0.91
5338,63.21,0.54,0.92
5339,63.77,0.54,0.93
5340,63.17,0.54,0.94
5341,63.74,0.54,0.95
5342,63.42,0.54,0.96
5343,63.68,0.54,0.97
5344,63.31,0.54,0.98
5345,63.27,0.54,0.99
5346,0.52,0.55,0.01
5347,0.52,0.55,0.02
5348,1,0.55,0.03
5349,0.8,0.55,0.04
5350,0.96,0.55,0.05
5351,0.56,0.55,0.06
5352,1.36,0.55,0.07
5353,1.12,0.55,0.08
5354,2.52,0.55,0.09
5355,4.88,0.55,0.1
5356,1.24,0.55,0.11
5357,14.85,0.55,0.12
5358,11.85,0.55,0.13
5359,22.69,0.55,0.14
5360,24.52,0.55,0.15
5361,31.46,0.55,0.16
5362,33.08,0.55,0.17
5363,37.66,0.55,0.18
5364,37.03,0.55,0.19
5365,39.89,0.55,0.2
5366,42.2,0.55,0.21
5367,44.88,0.55,0.22
5368,45.63,0.55,0.23
5369,47.14,0.55,0.24
5370,47.56,0.55,0.25
5371,47.56,0.55,0.26
5372,46.44,0.55,0.27
5373,52.09,0.55,0.28
5374,50.98,0.55,0.29
5375,51.98,0.55,0.3
5376,53.45,0.55,0.31
5377,54.08,0.55,0.32
5378,53.37,0.55,0.33
5379,55.41,0.55,0.34
5380,54.82,0.55,0.35
5381,55.41,0.55,0.36
5382,55.42,0.55,0.37
5383,55.77,0.55,0.38
5384,56.77,0.55,0.39
5385,56.35,0.55,0.4
5386,56.38,0.55,0.41
5387,58.21,0.55,0.42
5388,57.43,0.55,0.43
5389,58.11,0.55,0.44
5390,59.33,0.55,0.45
5391,59.1,0.55,0.46
5392,59.42,0.55,0.47
5393,59.78,0.55,0.48
5394,59.79,0.55,0.49
5395,59.99,0.55,0.5
5396,59.9,0.55,0.51
5397,60.28,0.55,0.52
5398,60.88,0.55,0.53
5399,60.78,0.55,0.54
5400,60.9,0.55,0.55
5401,61.06,0.55,0.56
5402,61.49,0.55,0.57
5403,61.44,0.55,0.58
5404,61.53,0.55,0.59
5405,61.87,0.55,0.6
5406,62.46,0.55,0.61
5407,62.22,0.55,0.62
5408,62.01,0.55,0.63
5409,61.86,0.55,0.64
5410,62.41,0.55,0.65
5411,63.11,0.55,0.66
5412,61.98,0.55,0.67
5413,62.24,0.55,0.68
5414,62.96,0.55,0.69
5415,62.73,0.55,0.7
5416,62.47,0.55,0.71
5417,63.04,0.55,0.72
5418,62.63,0.55,0.73
5419,63.12,0.55,0.74
5420,63.49,0.55,0.75
5421,63.06,0.55,0.76
5422,63.33,0.55,0.77
5423,62.98,0.55,0.78
5424,63.15,0.55,0.79
5425,62.91,0.55,0.8
5426,63.37,0.55,0.81
5427,63.17,0.55,0.82
5428,63.18,0.55,0.83
5429,63.27,0.55,0.84
5430,63.01,0.55,0.85
5431,63.42,0.55,0.86
5432,63.42,0.55,0.87
5433,63.62,0.55,0.88
5434,63.82,0.55,0.89
5435,63,0.55,0.9
5436,63.53,0.55,0.91
5437,63.59,0.55,0.92
5438,63.77,0.55,0.93
5439,63.59,0.55,0.94
5440,63.37,0.55,0.95
5441,63.66,0.55,0.96
5442,63.47,0.55,0.97
5443,63.7,0.55,0.98
5444,63.35,0.55,0.99
5445,0.4,0.56,0.01
5446,0.56,0.56,0.02
5447,0.52,0.56,0.03
5448,0.56,0.56,0.04
5449,0.8,0.56,0.05
5450,1.8,0.56,0.06
5451,1,0.56,0.07
5452,0.76,0.56,0.08
5453,1.36,0.56,0.09
5454,6.44,0.56,0.1
5455,1.44,0.56,0.11
5456,9.1,0.56,0.12
5457,9.88,0.56,0.13
5458,20.92,0.56,0.14
5459,22.25,0.56,0.15
5460,22.55,0.56,0.16
5461,34.51,0.56,0.17
5462,33.75,0.56,0.18
5463,37.2,0.56,0.19
5464,39.75,0.56,0.2
5465,41.26,0.56,0.21
5466,42.9,0.56,0.22
5467,43.94,0.56,0.23
5468,43.51,0.56,0.24
5469,48.27,0.56,0.25
5470,49.29,0.56,0.26
5471,48.57,0.56,0.27
5472,50.52,0.56,0.28
5473,52.86,0.56,0.29
5474,52.63,0.56,0.3
5475,53.31,0.56,0.31
5476,53.14,0.56,0.32
5477,54.15,0.56,0.33
5478,54.86,0.56,0.34
5479,54.94,0.56,0.35
5480,55.87,0.56,0.36
5481,55.79,0.56,0.37
5482,56.97,0.56,0.38
5483,58.24,0.56,0.39
5484,57.82,0.56,0.4
5485,57.25,0.56,0.41
5486,58.54,0.56,0.42
5487,58.3,0.56,0.43
5488,58.7,0.56,0.44
5489,58.82,0.56,0.45
5490,59.96,0.56,0.46
5491,59.85,0.56,0.47
5492,59.13,0.56,0.48
5493,60.84,0.56,0.49
5494,60.35,0.56,0.5
5495,60.13,0.56,0.51
5496,60.88,0.56,0.52
5497,60.96,0.56,0.53
5498,60.14,0.56,0.54
5499,61.44,0.56,0.55
5500,61.79,0.56,0.56
5501,61.55,0.56,0.57
5502,61.62,0.56,0.58
5503,61.64,0.56,0.59
5504,61.85,0.56,0.6
5505,62.22,0.56,0.61
5506,62.03,0.56,0.62
5507,62.39,0.56,0.63
5508,62.25,0.56,0.64
5509,62.96,0.56,0.65
5510,62.42,0.56,0.66
5511,62.56,0.56,0.67
5512,62.2,0.56,0.68
5513,62.77,0.56,0.69
5514,62.62,0.56,0.7
5515,62.98,0.56,0.71
5516,62.92,0.56,0.72
5517,63.08,0.56,0.73
5518,63.16,0.56,0.74
5519,63.23,0.56,0.75
5520,63.09,0.56,0.76
5521,62.97,0.56,0.77
5522,63.08,0.56,0.78
5523,63.4,0.56,0.79
5524,63.68,0.56,0.8
5525,63.69,0.56,0.81
5526,63.08,0.56,0.82
5527,63.49,0.56,0.83
5528,63.03,0.56,0.84
5529,63.68,0.56,0.85
5530,63.43,0.56,0.86
5531,63.64,0.56,0.87
5532,63.72,0.56,0.88
5533,63.7,0.56,0.89
5534,63.63,0.56,0.9
5535,63.68,0.56,0.91
5536,63.92,0.56,0.92
5537,63.54,0.56,0.93
5538,63.25,0.56,0.94
5539,63.78,0.56,0.95
5540,63.68,0.56,0.96
5541,63.89,0.56,0.97
5542,63.63,0.56,0.98
5543,63.96,0.56,0.99
5544,0.48,0.57,0.01
5545,0.6,0.57,0.02
5546,0.48,0.57,0.03
5547,0.68,0.57,0.04
5548,0.6,0.57,0.05
5549,2,0.57,0.06
5550,1.32,0.57,0.07
5551,1.52,0.57,0.08
5552,2.76,0.57,0.09
5553,3.92,0.57,0.1
5554,7.68,0.57,0.11
5555,7.48,0.57,0.12
5556,21.13,0.57,0.13
5557,21.52,0.57,0.14
5558,22.67,0.57,0.15
5559,29.12,0.57,0.16
5560,33.33,0.57,0.17
5561,37.04,0.57,0.18
5562,38.09,0.57,0.19
5563,41.08,0.57,0.2
5564,43.66,0.57,0.21
5565,43.1,0.57,0.22
5566,44,0.57,0.23
5567,47.4,0.57,0.24
5568,47.28,0.57,0.25
5569,48.21,0.57,0.26
5570,50.35,0.57,0.27
5571,50.86,0.57,0.28
5572,51.28,0.57,0.29
5573,52.24,0.57,0.3
5574,52.73,0.57,0.31
5575,54.47,0.57,0.32
5576,54.48,0.57,0.33
5577,53.48,0.57,0.34
5578,54.49,0.57,0.35
5579,56.14,0.57,0.36
5580,54.82,0.57,0.37
5581,56.81,0.57,0.38
5582,56.87,0.57,0.39
5583,58.59,0.57,0.4
5584,57.63,0.57,0.41
5585,58.49,0.57,0.42
5586,58.68,0.57,0.43
5587,57.9,0.57,0.44
5588,59.31,0.57,0.45
5589,59.27,0.57,0.46
5590,60.26,0.57,0.47
5591,60.02,0.57,0.48
5592,59.59,0.57,0.49
5593,60.29,0.57,0.5
5594,61.02,0.57,0.51
5595,60.89,0.57,0.52
5596,61.06,0.57,0.53
5597,61.59,0.57,0.54
5598,61.17,0.57,0.55
5599,61.39,0.57,0.56
5600,61.2,0.57,0.57
5601,61.88,0.57,0.58
5602,61.23,0.57,0.59
5603,62.55,0.57,0.6
5604,61.83,0.57,0.61
5605,62.55,0.57,0.62
5606,62.15,0.57,0.63
5607,62.4,0.57,0.64
5608,62.68,0.57,0.65
5609,62.39,0.57,0.66
5610,62.28,0.57,0.67
5611,62.53,0.57,0.68
5612,62.76,0.57,0.69
5613,63.14,0.57,0.7
5614,62.6,0.57,0.71
5615,62.71,0.57,0.72
5616,63.06,0.57,0.73
5617,63.16,0.57,0.74
5618,62.77,0.57,0.75
5619,63.34,0.57,0.76
5620,63.57,0.57,0.77
5621,63.25,0.57,0.78
5622,63.63,0.57,0.79
5623,63.86,0.57,0.8
5624,63.56,0.57,0.81
5625,63.26,0.57,0.82
5626,63.82,0.57,0.83
5627,63.58,0.57,0.84
5628,63.53,0.57,0.85
5629,63.74,0.57,0.86
5630,63.48,0.57,0.87
5631,63.6,0.57,0.88
5632,64,0.57,0.89
5633,63.47,0.57,0.9
5634,64.03,0.57,0.91
5635,64.05,0.57,0.92
5636,63.89,0.57,0.93
5637,63.61,0.57,0.94
5638,63.84,0.57,0.95
5639,63.88,0.57,0.96
5640,64.11,0.57,0.97
5641,64.03,0.57,0.98
5642,64.15,0.57,0.99
5643,0.4,0.58,0.01
5644,0.6,0.58,0.02
5645,0.56,0.58,0.03
5646,0.68,0.58,0.04
5647,1.16,0.58,0.05
5648,1.08,0.58,0.06
5649,1.12,0.58,0.07
5650,1.56,0.58,0.08
5651,1.84,0.58,0.09
5652,2.88,0.58,0.1
5653,8.44,0.58,0.11
5654,2.96,0.58,0.12
5655,11.62,0.58,0.13
5656,25.2,0.58,0.14
5657,29.12,0.58,0.15
5658,30.18,0.58,0.16
5659,35.57,0.58,0.17
5660,36.18,0.58,0.18
5661,39.8,0.58,0.19
5662,39.16,0.58,0.2
5663,41.91,0.58,0.21
5664,43.48,0.58,0.22
5665,46.2,0.58,0.23
5666,44.31,0.58,0.24
5667,49.01,0.58,0.25
5668,46.97,0.58,0.26
5669,50.93,0.58,0.27
5670,50.24,0.58,0.28
5671,50.97,0.58,0.29
5672,52.37,0.58,0.3
5673,53.53,0.58,0.31
5674,54.01,0.58,0.32
5675,53.77,0.58,0.33
5676,55.2,0.58,0.34
5677,54.46,0.58,0.35
5678,55.69,0.58,0.36
5679,56.32,0.58,0.37
5680,56.77,0.58,0.38
5681,57.47,0.58,0.39
5682,58.2,0.58,0.4
5683,58.14,0.58,0.41
5684,58.99,0.58,0.42
5685,58.42,0.58,0.43
5686,58.73,0.58,0.44
5687,59.29,0.58,0.45
5688,59.68,0.58,0.46
5689,60.06,0.58,0.47
5690,59.91,0.58,0.48
5691,60.4,0.58,0.49
5692,61.11,0.58,0.5
5693,61.75,0.58,0.51
5694,60.53,0.58,0.52
5695,60.94,0.58,0.53
5696,61.64,0.58,0.54
5697,62.12,0.58,0.55
5698,61.26,0.58,0.56
5699,62.1,0.58,0.57
5700,62.09,0.58,0.58
5701,61.05,0.58,0.59
5702,62.28,0.58,0.6
5703,62.06,0.58,0.61
5704,62.49,0.58,0.62
5705,62.89,0.58,0.63
5706,62.05,0.58,0.64
5707,61.89,0.58,0.65
5708,62.71,0.58,0.66
5709,63.05,0.58,0.67
5710,62.67,0.58,0.68
5711,63.34,0.58,0.69
5712,62.61,0.58,0.7
5713,62.89,0.58,0.71
5714,62.87,0.58,0.72
5715,63.18,0.58,0.73
5716,63.41,0.58,0.74
5717,63.15,0.58,0.75
5718,63.16,0.58,0.76
5719,63.06,0.58,0.77
5720,63.34,0.58,0.78
5721,63.4,0.58,0.79
5722,63.34,0.58,0.8
5723,63.26,0.58,0.81
5724,63.65,0.58,0.82
5725,63.69,0.58,0.83
5726,63.64,0.58,0.84
5727,63.94,0.58,0.85
5728,63.79,0.58,0.86
5729,63.5,0.58,0.87
5730,63.78,0.58,0.88
5731,63.83,0.58,0.89
5732,63.72,0.58,0.9
5733,63.86,0.58,0.91
5734,63.77,0.58,0.92
5735,63.82,0.58,0.93
5736,63.92,0.58,0.94
5737,64.1,0.58,0.95
5738,63.86,0.58,0.96
5739,63.88,0.58,0.97
5740,63.96,0.58,0.98
5741,64.11,0.58,0.99
5742,0.44,0.59,0.01
5743,0.6,0.59,0.02
5744,0.6,0.59,0.03
5745,0.56,0.59,0.04
5746,1.08,0.59,0.05
5747,1.56,0.59,0.06
5748,2.2,0.59,0.07
5749,1.44,0.59,0.08
5750,2.72,0.59,0.09
5751,2.56,0.59,0.1
5752,2.84,0.59,0.11
5753,5.28,0.59,0.12
5754,21.44,0.59,0.13
5755,18.35,0.59,0.14
5756,27.78,0.59,0.15
5757,29.5,0.59,0.16
5758,28.41,0.59,0.17
5759,37.97,0.59,0.18
5760,36.85,0.59,0.19
5761,41.81,0.59,0.2
5762,42.12,0.59,0.21
5763,42.08,0.59,0.22
5764,47.48,0.59,0.23
5765,47.45,0.59,0.24
5766,48.66,0.59,0.25
5767,50.48,0.59,0.26
5768,48.53,0.59,0.27
5769,50.08,0.59,0.28
5770,52.64,0.59,0.29
5771,52.28,0.59,0.3
5772,53.27,0.59,0.31
5773,53.17,0.59,0.32
5774,54.19,0.59,0.33
5775,54.55,0.59,0.34
5776,55.74,0.59,0.35
5777,55.68,0.59,0.36
5778,56.07,0.59,0.37
5779,57.99,0.59,0.38
5780,56.82,0.59,0.39
5781,57.82,0.59,0.4
5782,58.74,0.59,0.41
5783,58.43,0.59,0.42
5784,58.84,0.59,0.43
5785,58.72,0.59,0.44
5786,59.79,0.59,0.45
5787,59.8,0.59,0.46
5788,60.66,0.59,0.47
5789,60.76,0.59,0.48
5790,60.61,0.59,0.49
5791,60.47,0.59,0.5
5792,60.72,0.59,0.51
5793,60.28,0.59,0.52
5794,61.17,0.59,0.53
5795,62.04,0.59,0.54
5796,62.1,0.59,0.55
5797,61.51,0.59,0.56
5798,61.71,0.59,0.57
5799,62,0.59,0.58
5800,62.07,0.59,0.59
5801,62.42,0.59,0.6
5802,62.68,0.59,0.61
5803,62.58,0.59,0.62
5804,62.87,0.59,0.63
5805,62.45,0.59,0.64
5806,62.73,0.59,0.65
5807,63.09,0.59,0.66
5808,62.33,0.59,0.67
5809,62.98,0.59,0.68
5810,62.89,0.59,0.69
5811,63.14,0.59,0.7
5812,63.26,0.59,0.71
5813,63.67,0.59,0.72
5814,63.37,0.59,0.73
5815,63.8,0.59,0.74
